,CompanyName,number_of_permits_applied_for,PlanReviewAverageDays
4140,Arctic Fox Cooling Services Inc.,3.0,122.33333333333333
4141,OM AIR & ELECTRICAL LLC,3.0,209.33333333333334
4142,TRV MECHANICAL CONTRACTORS SOUTH LLC,3.0,173.33333333333334
4143,Corbelle Electric Inc,3.0,171.66666666666666
4144,AMERICAN CONTRACTING INC,3.0,26.666666666666668
4145,PDMG INC,3.0,107.66666666666667
4146,ELITON CONSTRUCTION CORP/,3.0,44.666666666666664
4147,Gozlan Electric  LLC,3.0,85.66666666666667
4148,RPM BUILDERS CORP,3.0,124.0
4149,Woodpeckers Solution LLC,3.0,206.33333333333334
4150,FERROM5 General Contractors  INC.,3.0,425.3333333333333
4151,FLORIDA CONSTRUCTION PROJECTS LLC,3.0,168.0
4152,AC Solutions Express INC.,3.0,301.3333333333333
4153,AMAZING WINART  CORP,3.0,200.0
4154,Sun State Building Services LLC,3.0,320.6666666666667
4155,Amadeos Tiling and Marble Inc.,3.0,18.0
4156,Edge Electric Inc.,3.0,53.666666666666664
4157,LUCKY START \ BEST UNION,3.0,271.3333333333333
4158,AGNEW PLASTERING INC,3.0,11.666666666666666
4159,Master Visuals Pro LLC,3.0,93.0
4160,DRAKON GROUP LLC,3.0,26.333333333333332
4161,Klima Tech LLC,3.0,1.0
4162,ICORE CONSTRUCTION LLC,3.0,76.66666666666667
4163,ABACUS CONSTRUCTION  INC,3.0,62.0
4164,GPWS LLC,3.0,0.6666666666666666
4165,Real Estate Engineering  LLC   DBA G. BATISTA & ASSOCIATES,3.0,79.0
4166,ONE STOP POOL PROS  INC,3.0,20.333333333333332
4167,WEATHERTROL MAINTENANCE CORP,3.0,295.3333333333333
4168,RUS GROUP BUILDING CONTRACTORS LLC,3.0,639.3333333333334
4169,GREENHAUS DEVELOPMENT INC,3.0,171.66666666666666
4170,Moonlight Roofing Inc.,3.0,21.666666666666668
4171,SOUTHERN AIR MECHANICAL SERVICES LLC DBA SAMS,3.0,23.333333333333332
4172,Milian Service Repair Corp,3.0,146.33333333333334
4173,ONIX WOOD FLOORING CORP,3.0,7.0
4174,ARIES CONSTRUCTION MANAGEMENT  LLC,3.0,141.66666666666666
4175,GP INTERIORS GROUP CORP,3.0,0.6666666666666666
4176,TEPDB OPCO LLC,3.0,36.333333333333336
4177,Renco Plumbing INC,3.0,186.33333333333334
4178,Solcar Electric Inc.,3.0,93.0
4179,ELITE BUILDERS GROUP INC,3.0,256.0
4180,ADCON ADVANCED CONSTRUCTION LLC,3.0,85.33333333333333
4181,LIL SUITES  INC.,3.0,92.33333333333333
4182,Advanced Builders Group  Inc,3.0,52.333333333333336
4183,ELECTROMEDIA INC,3.0,2.0
4184,FRC MECHANICAL  INC,3.0,382.6666666666667
4185,Gaia Construction Inc,3.0,56.0
4186,WIBY CORP,3.0,4.666666666666667
4187,STONE CONCEPT MIAMI INC,3.0,282.3333333333333
4188,Cornerstone & Garden Inc.,3.0,50.666666666666664
4189,Danfer Electric Contractor Inc,3.0,564.0
4190,Bayview Windows & Doors Inc,3.0,9.333333333333334
4191,Ocapco Inc.,3.0,203.66666666666666
4192,XTREME COMMERCIAL INTERIORS /DBA/ACT INTERIORS INC.,3.0,92.66666666666667
4193,3 M & Y INC.,3.0,525.0
4194,Ameritrust Residential Services  LLC,3.0,102.66666666666667
4195,CMS MECHANICAL SERVICE LLC,3.0,31.333333333333332
4196,UNLIMITED FENCES LLC,3.0,72.33333333333333
4197,Hugh A Ryan Construction Co,3.0,160.33333333333334
4198,IMECO  INC.,3.0,273.6666666666667
4199,T W BUILDERS OF FLORIDA INC,3.0,131.33333333333334
4200,LAURION CONSTRUCTION  INC.,3.0,64.33333333333333
4201,MVP PLUMBING  INC.,3.0,94.33333333333333
4202,DREAMS OF FIELD GROUP  INC,3.0,47.333333333333336
4203,MVRT  INC.,3.0,91.33333333333333
4204,DUNNWRIGHT SERVICES  INC,3.0,71.33333333333333
4205,DENVER CMC GROUP,3.0,417.0
4206,FINN GENERAL CONTRACTING  INC,3.0,83.33333333333333
4207,JOHN J. RACK  INC.,3.0,227.0
4208,Paul Kawalek Roofing Co.,3.0,14.0
4209,CHAMBERS CONSTRUCTION  INC.,3.0,113.0
4210,PIPEMASTERS PLUMBING SERVICES INC,3.0,889.6666666666666
4211,JJ AIr Conditioning Corp,3.0,4.333333333333333
4212,LAREDO PLUMBING INC,3.0,359.0
4213,J&B CONSTRUCTION GROUP CORP,3.0,57.333333333333336
4214,COASTAL PLUMBING & MECHANICAL SERVICES  INC,3.0,141.0
4215,DLG ROOFING CORP,3.0,36.333333333333336
4216,LANIER PLANS INC DBA KORKAT,3.0,31.666666666666668
4217,BH BUILDERS ASSOCIATION LLC,3.0,548.0
4218,Frontier Fire Protecton Co,3.0,23.0
4219,Jupiter Electrical Services Inc.,3.0,103.0
4220,EINSTECH ELECTRICAL SERVICES INC,3.0,221.33333333333334
4221,DESIGN BUILDING SOLUTIONS & INNOVATIONS  INC.,3.0,78.33333333333333
4222,TAPIA LUIS M SERVICE  CORP,3.0,170.66666666666666
4223,Madrid Exclusive Contractors Corp,3.0,120.33333333333333
4224,KAST CONSTRUCTION V  LLC,3.0,134.0
4225,NEW ERA ELECTRIC INC,3.0,65.33333333333333
4226,Prestige Design & Construction Inc,3.0,82.66666666666667
4227,COMFORT S.O.S CORPORATION,3.0,83.33333333333333
4228,JRA CONSTRUCTION GROUP LLC,3.0,52.666666666666664
4229,NFC ALUMINUM  INC,3.0,15.666666666666666
4230,C Breines Enterprises Inc.,3.0,35.333333333333336
4231,J H C CONTRACTORS INC,3.0,589.6666666666666
4232,PLACE SERVICES  INCORPATED,3.0,63.666666666666664
4233,ATLANTIC COAST HOSPITALITY BUILDERS LLC,3.0,47.333333333333336
4234,GO ELECTRICAL CONTRACTOR CORP,3.0,133.0
4235,Bravo Construction,3.0,595.3333333333334
4236,KANTUTA CORP,3.0,35.666666666666664
4237,DAVID HARVEY ELECTRIC CO INC,3.0,1.3333333333333333
4238,Absolute Temperature,3.0,164.33333333333334
4239,Waterproofing Systems of Miami Inc.,3.0,13.333333333333334
4240,ALL DADE FENCES INC,3.0,50.333333333333336
4241,HiTech Security & Comm.,3.0,2.6666666666666665
4242,Polaris Engineering Group LLC,3.0,286.6666666666667
4243,INTERSCOPE CONTRACTORS INC,3.0,124.33333333333333
4244,CHEVALIER LLC,3.0,501.6666666666667
4245,SKYLAND DEVELOPERS CORP,3.0,44.0
4246,VMECH  INC.,3.0,85.0
4247,A Tech Services Inc.,3.0,174.66666666666666
4248,Blackbird Construction LLC,3.0,50.0
4249,TROPICAL PLUMBING CONTRACTOR  INC.,3.0,190.33333333333334
4250,ASHNIC MULTY SERVICES LLC,3.0,65.66666666666667
4251,LYON CONSULTING LLC,3.0,438.3333333333333
4252,EXPERT CONSTRUCTION SERV. CORP,3.0,73.33333333333333
4253,Micheline Dionne D/B/A A1 Dependable Plumbing Service Inc,3.0,245.33333333333334
4254,PRESTRESS CONCRETE INC,3.0,68.0
4255,Building Block Realty LLC,3.0,387.6666666666667
4256,CRAWFORD DEVELOPMENT LLC,3.0,223.66666666666666
4257,ALL DADE SPRINKLERS INC,3.0,16.666666666666668
4258,Five Star Electric Service,3.0,11.333333333333334
4259,AIG Homes Inc. DBA 21 Contruction Group,3.0,5.333333333333333
4260,ARCO ELECTRONICS INC,3.0,33.333333333333336
4261,construction Service Solutions LLC,3.0,162.0
4262,D & D Roofing Contractors Corp,3.0,7.666666666666667
4263,Catalyst Construction,3.0,155.66666666666666
4264,PLANiT CONSTRUCTION USA,3.0,88.0
4265,Innovations Construction  INC (DBA K&A Painting),3.0,75.0
4266,Y & Y CONSTRUCTION INC.,3.0,117.66666666666667
4267,REDLOH INTERIOR SYSTEMS INC,3.0,75.66666666666667
4268,JUAN CARLOS GARRIDO INC,3.0,91.33333333333333
4269,J & J FIRE PROTECTION  INC.,3.0,18.333333333333332
4270,PRECISION DESIGN SERVICES INC,3.0,425.0
4271,G D CONSTRUCTION LLC,3.0,17.0
4272,IS TELECOM LLC,3.0,10.0
4273,EBM ENGINEERING  INC,3.0,165.66666666666666
4274,FPL READIPOWER  LLC,3.0,201.66666666666666
4275,MOON AIR CONDITIONING & APPLIANCES CORP,3.0,80.66666666666667
4276,Leadex Corp.,3.0,182.33333333333334
4277,Air Ways Mechanical Services LLC,3.0,49.666666666666664
4278,VICO PAINTING CONTRACTORS LLC,3.0,78.0
4279,QUINDEMIL AIR CONDITIONING,3.0,609.3333333333334
4280,BELA VISTA CONTRACTOR INC,3.0,123.33333333333333
4281,SUPERIOR BUILDERS LLC DBA SUPERIOR POOL BUILDERS,3.0,162.66666666666666
4282,Dennis Roofing Inc.,3.0,5.333333333333333
4283,ASIATECHCONSTRUCTION  LLC,3.0,230.66666666666666
4284,Caribbean Construction Service LLC,3.0,3.6666666666666665
4285,AU ELECTRICAL SERVICE & REPAIR,3.0,148.33333333333334
4286,SURTREAT CONCRETE RESTORATION,3.0,36.0
4287,Improve Fire Alarms Inc.,3.0,45.0
4288,BLUE SEABIRD LLC,3.0,232.33333333333334
4289,No Drip Plumbing Inc.,3.0,196.0
4290,BACHILLER IRON WORKS,3.0,32.333333333333336
4291,GOBIE PLUMBING,3.0,53.666666666666664
4292,ALFREDO M. CARBONELL  P.E.  INC.,3.0,39.666666666666664
4293,CLA COOL SERVICES  INC,3.0,2.6666666666666665
4294,GEORGIA METAL CORPORATION,3.0,434.6666666666667
4295,SIMPSON CONSTRUCTORS INC,3.0,54.333333333333336
4296,ADVANCE STRUCTURAL CONCEPTS INC,3.0,40.0
4297,ALPHA CONSTRUCTION CORP,3.0,58.666666666666664
4298,NEW WHITE GOLD INC,3.0,1.6666666666666667
4299,GATEWAY COMMUNICATIONS  INC.,3.0,6.0
4300,Coastal Construction & Consulting Corp,3.0,94.66666666666667
4301,Vaccato Electric Inc,3.0,6.0
4302,Mora United LLC,3.0,184.33333333333334
4303,HOUSETOP ROOFING INC,3.0,10.666666666666666
4304,GP REMODEL CONSTRUCTION  DESIGN INC,3.0,153.0
4305,DOWNRITE ENGINEERING CORP,3.0,367.0
4306,BRIJAC BUILDERS  LLC,3.0,429.0
4307,MORANDI ENGINEERING AND CONSTRUCTION  INC.,3.0,15.666666666666666
4308,ENCO.LLC,3.0,74.0
4309,G7 CONSTRUCTION SERVICES  INC.,3.0,222.66666666666666
4310,L&Y FIRE LLC,3.0,12.0
4311,ALLEN RESIDENTIAL  LLC DBA ALLEN CONSTRUCTION & DEVELOPMENT,3.0,90.0
4312,ARC Services Group LLC,3.0,228.0
4313,GENERATION VENTURES CORP,3.0,33.666666666666664
4314,DUAL AIRE SERVICES,3.0,161.66666666666666
4315,COLONIAL BUILDERS LLC,3.0,53.666666666666664
4316,Plant Professionals INC.,3.0,967.3333333333334
4317,FLORIDA HEIGHTS ROOFING,3.0,73.66666666666667
4318,Rapid Electrical Services LLC,3.0,50.0
4319,E Z General and Roofing Contractors Inc.,3.0,64.33333333333333
4320,NORTH STAR CONTRACTORS INC,3.0,18.333333333333332
4321,MARS CONTRACTORS INC,3.0,337.3333333333333
4322,GIL HYATT INC DBA GIL HYATT CONSTRUCTION,3.0,83.0
4323,Articpolo  Inc,3.0,380.0
4324,South Florida Electric LLC,3.0,154.0
4325,Vital Roofing,3.0,23.0
4326,BMG ROOFING INC,3.0,24.0
4327,FAIRBAIRN ELECTRIC LLC,3.0,57.333333333333336
4328,SPARTAN CONTRACTING CORPORATION,3.0,104.33333333333333
4329,LEVEL UP ROOFING  CORP,3.0,51.0
4330,ALLEGRO BUILDERS  LLC,3.0,196.33333333333334
4331,Intellisite Inc,3.0,56.0
4332,ONE DOT SYSTEMS  INC.,3.0,34.0
4333,P 1 Professional  Plumbing Corp,3.0,432.3333333333333
4334,FULL SERVICE PLUMBING INC,3.0,379.6666666666667
4335,Dosoles Electric Corp,3.0,18.333333333333332
4336,ROLO FLOORING INC,3.0,492.3333333333333
4337,United Construction Partners  LLC,3.0,43.333333333333336
4338,OAKLAND PARK PLUMBING INC,3.0,454.0
4339,INNOVATIONS & RENOVATIONS BY REY  INC,3.0,257.6666666666667
4340,DELTA ELECTRIC LLC,3.0,99.33333333333333
4341,Journey Enterprise INC.,3.0,140.66666666666666
4342,NORTEX ELECTRIC SERVICES INC,3.0,90.0
4343,Premises Cabling Systems Inc.,3.0,5.333333333333333
4344,SEMPER INC,3.0,63.0
4345,KIRKSEY & KIRKSEY REPAIRS  INC.,3.0,27.0
4346,Blandon Iron Design,3.0,98.33333333333333
4347,COLLIANT SOLUTIONS INS,3.0,59.0
4348,FPL ENERGY SERVICES INC,3.0,19.333333333333332
4349,CREATEGROUP  LLC,3.0,127.33333333333333
4350,Efficiency & Services LLC,3.0,73.0
4351,Ciman Construction LLC,3.0,210.66666666666666
4352,Copasetic Mechanical LLC,3.0,542.0
4353,MPBX  LLC,3.0,30.0
4354,NEED A PLUMBER? INC.,3.0,237.33333333333334
4355,MORES CONSTRUCTION GROUP LLC,3.0,193.0
4356,R S I of Florida  inc.,3.0,24.0
4357,AGM TECHNICIANS CORP,3.0,138.0
4358,fast action plumbing,3.0,516.3333333333334
4359,1st CHOICE PLUMBING AND RENOVATION,3.0,145.33333333333334
4360,Vital A/C Solutions Inc,3.0,442.0
4361,ALBERT WAGNER CONSTRUCTION INC.,3.0,98.66666666666667
4362,Atlantis Services LLC,3.0,2.0
4363,2RH CONSTRUCTION LLC,3.0,34.333333333333336
4364,SPECTRUM DESIGN SOLUTIONS LLC,3.0,25.666666666666668
4365,GLANZ TECHNOLOGIES INC,3.0,14.0
4366,Toche Inc,3.0,172.33333333333334
4367,Vernon A Kadel Electrical Contractor,3.0,153.0
4368,HIRISE COMMERCIAL ROOFING  INC.,3.0,18.333333333333332
4369,Master Protection DBA Fire Master,3.0,63.0
4370,FORATO DESIGN GROUP  LLC,3.0,28.333333333333332
4371,Boyd Construction Group  LLC,3.0,73.33333333333333
4372,GOOSE BUMPS A/C & REFRIGERATION INC,3.0,112.33333333333333
4373,ALEXANDER & JOHNSON PROJECT MANAGEMENT AND DEVELOPMENT INC,3.0,41.0
4374,FREE FLOW CONSTRUCTION INC,3.0,27.666666666666668
4375,Alphaomega Solutions LLC,3.0,12.333333333333334
4376,ROLIMA GROUP  LLC,3.0,38.0
4377,COOL HOUSE CORP,3.0,586.0
4378,Dons Plumbing,3.0,328.3333333333333
4379,JM Cooling Corp,3.0,280.0
4380,USAC International  Inc.,3.0,3.0
4381,TEMPZONE OF SOUTH DADE  INC,3.0,207.33333333333334
4382,USV FIRE PROTECTON LLC,3.0,30.666666666666668
4383,JUS PLUMBING LLC,3.0,268.6666666666667
4384,FIX IT FIRE PROTECTION  INC.,3.0,7.666666666666667
4385,ILC Design & Development Inc,3.0,403.0
4386,EXECUTIVE DEMOLITION INC.,3.0,69.66666666666667
4387,Absolute Construction Services  INC.,3.0,35.333333333333336
4388,NATIONS CONSTRUCTION INC.,3.0,29.666666666666668
4389,SOLEIL ROOFING & CONSTRUCTION LLC,3.0,2.6666666666666665
4390,FORTH CONSTRUCTION  LLC,3.0,99.66666666666667
4391,Qualita Construction LLC,3.0,49.0
4392,PROGRESS COMMUNICATION INC,3.0,19.666666666666668
4393,AL HILL ENTERPRISE CORPORATION,3.0,112.0
4394,MG Coating and Sealants,3.0,18.0
4395,Sonitrol of Ft. Lauderdale,3.0,99.66666666666667
4396,NORTH END PLUMBING AND DRAINS  LLC,3.0,31.0
4397,RCI ELECTRIC INC,3.0,98.33333333333333
4398,AUTOMATED AIR CONDITIONING INC,3.0,105.33333333333333
4399,TITAN CONSTRUCTION GROUP INC.,3.0,63.0
4400,PORTAL CONSTRUCTION INC,3.0,81.33333333333333
4401,A R M STRUCTURAL INC.,3.0,105.66666666666667
4402,Thomas Fire & Security Corp,3.0,93.0
4403,EXO CONSTRUCTION GROUP INC.,3.0,136.33333333333334
4404,MASTER TECH CAULKING & COATING INC,3.0,20.0
4405,GEPAT CONSTRUCTION AND ENGINEERING CORP.,3.0,175.33333333333334
4406,Ultimate Services & Repairs Corp.,3.0,1056.0
4407,FLORIDA IMPACT WINDOWS AND DOORS INC,3.0,65.66666666666667
4408,JNY REMODELING INC,3.0,90.66666666666667
4409,SAFETY  ELECTRIC INC,3.0,198.33333333333334
4410,DANROD DOOR FLOORING PAINTING & CARPENTRY SERVICES,3.0,19.333333333333332
4411,Pemberton Building Inc,3.0,368.3333333333333
4412,GC One Inc,3.0,233.33333333333334
4413,R.E. CRAWFORD CONSTRUCTION LLC,3.0,127.33333333333333
4414,G & R Air Conditioning LLC,3.0,368.6666666666667
4415,J C O INDUSTRIES INC,3.0,57.0
4416,Park Plus Florida Inc.,3.0,141.66666666666666
4417,Lippe Construction,3.0,111.66666666666667
4418,D & P Contractors LLC,3.0,27.0
4419,ROOF BUILDERS CORP,3.0,50.0
4420,AlWays Cool Air & Mechanical Inc,3.0,934.6666666666666
4421,XPRESS ROOFING LLC,3.0,7.666666666666667
4422,OVERSEAS PLUMBING INC,3.0,80.0
4423,BUILDING PERFECTION INC.,3.0,127.33333333333333
4424,Miami Dade Electric Inc,3.0,50.0
4425,MORACA BUILDERS INCORPORATED,3.0,32.0
4426,32DEGREES SERVICES,3.0,25.666666666666668
4427,RUBEN ELECTRIC TECHNOLOGY INC,3.0,53.666666666666664
4428,South Florida Home Renovation Group Inc,3.0,75.0
4429,Valiant Products Inc,3.0,6.666666666666667
4430,Altron Electrical Services,3.0,2.0
4431,AMERICAN METAL FABRICATORS  INC,3.0,20.666666666666668
4432,South Florida Construction Home Improvement,3.0,17.0
4433,ELAN CONSTRUCTION,3.0,218.0
4434,THE CRF GROUP DBA SIGNARAMA,3.0,220.33333333333334
4435,DAVCO ELECTRICAL CONTRACTORS CORP.,3.0,22.0
4436,TOTAL FIRE SPRINKLER CORp,3.0,24.333333333333332
4437,THE MERCOVA GROUP  LLC,3.0,73.0
4438,S&R FLORIDA FLOORING LLC,3.0,11.0
4439,GOLDEN SUPPORT CORP,3.0,25.333333333333332
4440,PROLINE FIRE PROTECTION  INC,3.0,13.333333333333334
4441,PVTEN DRYWALL LLC,3.0,92.66666666666667
4442,Professional Equipment Corp.,3.0,336.0
4443,K L MC Caul Construction Inc.,3.0,326.6666666666667
4444,FINE FINISHED DOORS INC,3.0,79.0
4445,LOGAR Construction Inc.,3.0,162.33333333333334
4446,GAMMA Air System Inc.,3.0,294.3333333333333
4447,HOP Contracting Inc.,3.0,15.0
4448,CROWN ROOFING LLC,3.0,36.666666666666664
4449,VG ELECTRICAL SOLUTIONS CORP.,3.0,189.66666666666666
4450,E L C I CONSTRUCTION GROUP INC,3.0,589.0
4451,HUMBERSTONE CONSTRUCTION COMPANY,3.0,238.66666666666666
4452,D.A.C. Air Conditioning Corp.,3.0,86.33333333333333
4453,Arisen Construction Inc,3.0,208.33333333333334
4454,Window & Door Design Center Of Florida Company,3.0,166.33333333333334
4455,Shore Marine Construction Inc.,3.0,144.66666666666666
4456,Unique American Floors INC.,3.0,5.0
4457,CREATIVE DIRECTIONS INC,3.0,75.33333333333333
4458,GULF STATES CONTRACTOR SERVICES  INC,3.0,43.333333333333336
4459,J. RAYMOND CONSTRUCTION CORP,3.0,197.33333333333334
4460,KAESTLE ENTERPRISES  INC.  dba C.A. Mechanical,3.0,58.333333333333336
4461,P3 DESIGN GROUP LLC,3.0,419.6666666666667
4462,Great Horizon Contractors Corp,3.0,112.66666666666667
4463,CLIMAX INC,3.0,48.333333333333336
4464,jm flooring & painting llc,3.0,273.6666666666667
4465,LUMA BUILDING CORP.,3.0,108.0
4466,M.D.S. Builders Inc.,3.0,75.66666666666667
4467,ABELL & TURRENTINE CORP,3.0,61.0
4468,CV QUALITY BUILDERS INC,3.0,49.333333333333336
4469,ADVANCE A/C & DUCT CLEANING INC,3.0,296.0
4470,ARMOR SCREEN CORPORATION,3.0,63.0
4471,D STEPHENSON CONSTRUCTION INC,3.0,386.0
4472,AIR ELECTRIC INC,3.0,46.0
4473,Access Builders Inc.,3.0,131.33333333333334
4474,UNITED HVAC SERVICES  INC,3.0,153.33333333333334
4475,BISCAYNE RESTORATION INC,3.0,24.333333333333332
4476,OSS Consulting  LLC,3.0,326.6666666666667
4477,SPEED CONSTRUCTION SERVICES INC,3.0,564.3333333333334
4478,Hard J. Construction Corp,3.0,78.0
4479,Spring Air Conditioning Inc,3.0,53.666666666666664
4480,ARTICA LLC/DO NOT USE THIS COMAPNY,3.0,745.3333333333334
4481,COASTAL COMFORT INC,3.0,72.0
4482,QUALITTA ARCHITECTURAL SOLUTIONS LLC,3.0,30.333333333333332
4483,SOUTH FLORIDA ROOFING & REPAIR INC,3.0,12.333333333333334
4484,SOLID POWER INC,3.0,296.6666666666667
4485,J & J A/C AND HEATING INC,3.0,561.0
4486,FLEMING EXECUTIVE GROUP  INC.,3.0,37.0
4487,SPOTON ROOFING  LLC,3.0,30.0
4488,EMPIRE WINDOWS SYSTEM  INC,3.0,34.333333333333336
4489,EPIC Construction Group Inc.,3.0,69.0
4490,SAJO INC. DBA SAJO (MONTREAL) INC.,3.0,122.33333333333333
4491,ROOF TECHNOLOGIES LLC,3.0,12.666666666666666
4492,SUPERSTRUCTURE & SHAPEINTERFACE BUILDERS CORP,3.0,317.0
4493,DISTINCT RENOVATIONS INC.,3.0,26.0
4494,J.B. Builders & Contractors  INC.,3.0,425.6666666666667
4495,AHOA PLUMBING INC,3.0,417.6666666666667
4496,M.M AIR CONDITIONING INC.,3.0,349.6666666666667
4497,CALDERCO RESTORATION SERVICES INC,3.0,385.3333333333333
4498,BERMUDA LANDSCAPE & DESIGN,3.0,122.33333333333333
4499,BUILDNET CORP,3.0,60.0
4500,AC ALL STARS LLC,3.0,4.666666666666667
4501,A&O Home Solution,3.0,27.666666666666668
4502,CH2 DESIGN GROUP CORP,3.0,123.0
4503,SOLID BUILDING LLC,3.0,21.333333333333332
4504,BATHCREST OF SOUTH FLORIDA LLC,3.0,37.333333333333336
4505,SUNBELT ELECTRICAL LLC,3.0,139.33333333333334
4506,Miramar Construction Corporation,3.0,112.33333333333333
4507,Miami Wrecking Co.,3.0,212.0
4508,CMR CONSTRUCTION & ROOFING,3.0,118.66666666666667
4509,NEED A GENERAL CONTRACTOR INC,3.0,28.0
4510,TESLA ELECTRIC INC,3.0,44.333333333333336
4511,COOLING CONTROLS INC,3.0,51.333333333333336
4512,CORZO UNLIMITED ELECTRIC  INC.,3.0,7.666666666666667
4513,DESIGN AVE INC,3.0,69.66666666666667
4514,Scionti Roofig Group Llc,3.0,59.333333333333336
4515,ACOSTA ROOFING CONTRACTOR CORP,3.0,87.66666666666667
4516,Global Air Express LLC,3.0,1056.3333333333333
4517,AEC Development Partners LLC,3.0,225.0
4518,SOUTHERN CERTIFIED INC,3.0,33.0
4519,GENEX BUILDERS  LLC,3.0,69.0
4520,ASTAR CONTRACTORS  INC,3.0,41.0
4521,A & L Services Inc.,3.0,818.6666666666666
4522,LLorens Contracting LLC,3.0,19.333333333333332
4523,COMBINED GROUP CORP. THE,3.0,41.0
4524,ACKERMAN PLUMBING INC,3.0,243.0
4525,CEC Construction Corp,3.0,87.33333333333333
4526,BLUE WATER PLUMBING CO.,3.0,159.0
4527,Trusted Construction Inc,3.0,9.333333333333334
4528,Coastland Construction  Inc.,3.0,70.33333333333333
4529,Constructionx LLC,3.0,61.333333333333336
4530,FREEDOM FOREVER FLORIDA LLC,3.0,37.0
4531,HARTZELL CONSTRUCTION  INC.,3.0,92.0
4532,MAESTRE CONSTRUCTION INC,3.0,343.6666666666667
4533,MARNO AIR CONDITIONING SERVICE  INC.,3.0,177.66666666666666
4534,OBELLIS WOOD FLOORS  INC.,3.0,8.0
4535,LAMAR CONTRACTORS  LLC,3.0,15.0
4536,Mr Electric & Associates  Inc.,3.0,53.0
4537,MCRT FLORIDA CONSTRUCTION LLC,3.0,248.0
4538,LSG Electric LLC,3.0,114.0
4539,MRSE LLC dba ROTH SOUTHEAST,3.0,7.666666666666667
4540,American Telephones & Data Inc.,3.0,9.666666666666666
4541,Elecrical Masters by MJR INC.,3.0,12.333333333333334
4542,RITE PLUMBING LLC,3.0,273.3333333333333
4543,FTW CORP,3.0,401.6666666666667
4544,BRADFORD PLUMBING LLC,3.0,342.3333333333333
4545,D SHINE GROUP  CORP,3.0,62.666666666666664
4546,M O T CONTRACTORS,3.0,12.333333333333334
4547,ALCON WINDOWS AND DOORS CORP,3.0,28.333333333333332
4548,WHOLE FIX  LLC,3.0,3.6666666666666665
4549,Gelabert Construction Inc,3.0,19.333333333333332
4550,MGA FLORIDA CONSTRUCTION INC,3.0,16.333333333333332
4551,D N CONSTRUCTION COMPANY INC,3.0,304.0
4552,MIAMI CARPET WOOD & LAMINATE FLOORING CORP,3.0,63.666666666666664
4553,BETA CALUM  LLC,3.0,26.0
4554,Arce Construction LLC,3.0,100.66666666666667
4555,CONNECTICUT ENGINEERING INC.,3.0,794.3333333333334
4556,New Form  INC.,3.0,18.666666666666668
4557,Relu Co DBA Paul Davis Emergency Services of the Gables FL,3.0,39.333333333333336
4558,RUSTY PLUMBING LLC,3.0,314.6666666666667
4559,JOHN ROGERS INC,3.0,79.33333333333333
4560,Florida Engineering and Development Corp.,3.0,112.33333333333333
4561,EA EMANUEL LLC,3.0,26.666666666666668
4562,The Narsha Group LLC,3.0,5.0
4563,TML Electric Inc.,3.0,3.3333333333333335
4564,WINDMILL SPRINKLER CO INC,3.0,0.3333333333333333
4565,Aquatic Landscaping Design,3.0,538.0
4566,CONSTRUCTION BY DESIGN EG INC.,3.0,182.0
4567,MARQUET ELECTRIC INC,3.0,108.33333333333333
4568,DELCON SOLUTIONS ELECTRICAL CONTRACTORS INC,3.0,30.666666666666668
4569,Mars Pools Inc.,3.0,23.666666666666668
4570,Boost Construction LLC,3.0,42.0
4571,AV Service Inc,3.0,74.66666666666667
4572,RONEAN PLUMBING INC,3.0,493.3333333333333
4573,PREFERRED SIGNS INC.,3.0,24.0
4574,Alline Construction Corp,3.0,81.66666666666667
4575,ROMPU CONSTRUCTION CORPORATION,3.0,136.0
4576,P.T.E. STRAND CO.  INC.,3.0,24.333333333333332
4577,KMR Roofing LLC,3.0,22.0
4578,L.G. FLORIDA GENERAL CONTRACTORS INC.,3.0,69.0
4579,DANIEL OCONNELLS SONS  INC.,3.0,229.33333333333334
4580,ALABAO ROOFING SERVICES CORP,3.0,22.0
4581,PISCES GENERAL CONTRACTOR   INC.,3.0,7.333333333333333
4582,MIRAN CONSTRUCTION  LLC,3.0,256.3333333333333
4583,Metrico Building Group  LLC,3.0,56.333333333333336
4584,`Ulisse Construction LLC,3.0,83.33333333333333
4585,A2Z CONSTRUCTION AND REMODEL LLC,3.0,119.0
4586,ONE SEED CONSULTING  LLC,3.0,198.0
4587,305 POWER CORP,3.0,65.66666666666667
4588,BUILDING COMFORT AIR CORP,3.0,0.0
4589,MOTION ELEVATOR INC,3.0,8.666666666666666
4590,Miami HVAC LLC,3.0,541.0
4591,Berlar LLC,3.0,108.66666666666667
4592,Tankless Wizard Inc.,3.0,246.0
4593,AFL Enterprise Services  DO NOT USE,3.0,46.333333333333336
4594,TINOS CONSTRUCTION CORP,3.0,95.0
4595,ZU EXPEDITE SERVICES  LLC,3.0,121.0
4596,KP PLUMBING INC,3.0,463.3333333333333
4597,BUILTRITE POOLS & SPAS INC,3.0,62.666666666666664
4598,GMB Construction Inc.,3.0,137.33333333333334
4599,Edwin Electric LLC,3.0,12.666666666666666
4600,ODISSEY ENTERPRISES INC.,3.0,12.0
4601,BLUE PROPERTIES SERVICES  LLC,3.0,10.0
4602,YVON WELDING & ALL AMERICAN PAINTING INC,3.0,21.0
4603,Kronox Construction Inc,3.0,48.0
